Gender,Race,MOS_Type,ranklit,sex,appdate,YearsOnJob,YearsOnJob (bins)
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,10/19/2022,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,01/17/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,07/05/2023,1,0
Male,White,Uniform,Police Officer,Male,11/02/2022,1,0
Male,White,Uniform,Police Officer,Male,01/31/2023,1,0
Male,White,Uniform,Police Officer,Male,01/31/2023,1,0
Male,White,Uniform,Police Officer,Male,01/31/2023,1,0
Male,White,Uniform,Police Officer,Male,01/31/2023,1,0
Male,White,Uniform,Police Officer,Male,01/31/2023,1,0
Male,White,Uniform,Police Officer,Male,01/31/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,04/26/2023,1,0
Male,White,Uniform,Police Officer,Male,05/10/2023,1,0
Male,White,Uniform,Police Officer,Male,05/10/2023,1,0
Male,White,Uniform,Police Officer,Male,05/10/2023,1,0
Male,White,Uniform,Police Officer,Male,05/10/2023,1,0
Male,White,Uniform,Police Officer,Male,05/10/2023,1,0
Male,White,Uniform,Police Officer,Male,05/10/2023,1,0
Male,White,Uniform,Police Officer,Male,05/10/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,07/19/2023,1,0
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,01/04/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
Male,White,Uniform,Police Officer,Male,07/05/2017,7,5
